id,formattedAddress,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,subdivision,zoning,lastSaleDate,lastSalePrice,hoa,architectureType,cooling,coolingType,heating,heatingType,exteriorType,fireplace,floorCount,foundationType,garage,garageSpaces,garageType,pool,roomCount,unitCount,viewType
"3142-Amberly-Ct,-The-Villages,-FL-32163","3142 Amberly Ct, The Villages, FL 32163",The Villages,FL,32163,Sumter,28.857107,-81.963619,Single Family,,,1654.0,4749.0,2012.0,VILLAGES OF SUMTER PAIGE VILLA,,2024-06-24T00:00:00.000Z,408000,,Bungalow,False,,False,,,False,,,True,,Garage,False,,,
"4755-Rosatti-Rd,-Wesley-Chapel,-FL-33543","4755 Rosatti Rd, Wesley Chapel, FL 33543",Wesley Chapel,FL,33543,Pasco,28.224468,-82.330453,Single Family,,,,7570.0,,WIREGRASS,MPUD,2024-06-24T00:00:00.000Z,763300,,,False,,False,,,False,,,False,,,False,,,
"7740-Bronze-Oak-Dr,-Wesley-Chapel,-FL-33545","7740 Bronze Oak Dr, Wesley Chapel, FL 33545",Wesley Chapel,FL,33545,Pasco,28.269838,-82.269956,Single Family,,,,6000.0,,WHISPERING OAKS,MPUD,2024-06-24T00:00:00.000Z,564920,,,False,,False,,,False,,,False,,,False,,,
"320-Sw-Kane-St,-Port-Saint-Lucie,-FL-34953","320 Sw Kane St, Port Saint Lucie, FL 34953",Port Saint Lucie,FL,34953,Saint Lucie,27.226011,-80.356558,Single Family,3.0,2.0,1722.0,10000.0,2005.0,PORT ST LUCIE SECTION 22,RS-2 PSL,2024-06-24T00:00:00.000Z,408000,,,True,Commercial,True,Forced Air,Stucco,False,1.0,Slab / Mat / Raft,True,,Attached,False,8.0,1.0,
"304-Sunny-Spot-Ln,-Sopchoppy,-FL-32358","304 Sunny Spot Ln, Sopchoppy, FL 32358",Sopchoppy,FL,32358,Wakulla,29.915329,-84.520141,,,,,,,,,2024-06-24T00:00:00.000Z,515000,,,False,,False,,,False,,,False,,,False,,,
"4215-9th-St-SW,-Vero-Beach,-FL-32968","4215 9th St SW, Vero Beach, FL 32968",Vero Beach,FL,32968,Indian River,27.586705,-80.430028,,,,,,,,,2024-06-24T00:00:00.000Z,5100000,,,False,,False,,,False,,,False,,,False,,,
"12211-Bracco-St,-Winter-Garden,-FL-34787","12211 Bracco St, Winter Garden, FL 34787",Winter Garden,FL,34787,Orange,28.36525,-81.616409,Single Family,,,,4704.0,,,P-D,2024-06-24T00:00:00.000Z,567800,,,False,,False,,,False,,,False,,,False,,,
"14074-Frasier-St,-Winter-Garden,-FL-34787","14074 Frasier St, Winter Garden, FL 34787",Winter Garden,FL,34787,Orange,28.365866,-81.61867,Land,,,,6000.0,,,P-D,2024-06-24T00:00:00.000Z,502400,,,False,,False,,,False,,,False,,,False,,,
"8494-Snowfall-St,-Sarasota,-FL-34241","8494 Snowfall St, Sarasota, FL 34241",Sarasota,FL,34241,Sarasota,27.243933,-82.395374,Single Family,,,,9424.0,,,VPD,2024-06-24T00:00:00.000Z,906400,,,False,,False,,,False,,,False,,,False,,,Water
"482-Ardila-Cir,-Saint-Augustine,-FL-32084","482 Ardila Cir, Saint Augustine, FL 32084",Saint Augustine,FL,32084,Saint Johns,29.845522,-81.374417,Single Family,,,,6534.0,,,,2024-06-24T00:00:00.000Z,340000,,,False,,False,,,False,,,False,,,False,,,
"4909-Edisto-Ct,-Bradenton,-FL-34211","4909 Edisto Ct, Bradenton, FL 34211",Bradenton,FL,34211,Manatee,27.452508,-82.35756,Land,,,,14893.0,,CRESSWIND PH III,PD-R,2024-06-24T00:00:00.000Z,1430200,,,False,,False,,,False,,,False,,,False,,,
"5019-Fairhope-Cir,-Bradenton,-FL-34211","5019 Fairhope Cir, Bradenton, FL 34211",Bradenton,FL,34211,Manatee,27.453551,-82.357807,Single Family,,,,8531.0,,CRESSWIND PH III,PD-R,2024-06-24T00:00:00.000Z,1116100,,,False,,False,,,False,,,False,,,False,,,
"18071-Cresswind-Ter,-Bradenton,-FL-34211","18071 Cresswind Ter, Bradenton, FL 34211",Bradenton,FL,34211,Manatee,27.451466,-82.35443,Single Family,,,,7216.0,,CRESSWIND PH IV,PD-R,2024-06-24T00:00:00.000Z,694300,,,False,,False,,,False,,,False,,,False,,,
"209-N-18th-St,-Fort-Pierce,-FL-34950","209 N 18th St, Fort Pierce, FL 34950",Fort Pierce,FL,34950,Saint Lucie,27.448931,-80.342851,Land,2.0,1.0,1041.0,13300.0,1938.0,AMY ANNA PARK,SF MODERAT,2024-06-24T00:00:00.000Z,27500,,,False,,False,,,False,1.0,,False,,,False,6.0,1.0,
"566-Cordova-Palms-Pkwy,-Saint-Augustine,-FL-32095","566 Cordova Palms Pkwy, Saint Augustine, FL 32095",Saint Augustine,FL,32095,Saint Johns,29.988757,-81.376624,Single Family,,,,6534.0,,,,2024-06-24T00:00:00.000Z,36321,,,False,,False,,,False,,,False,,,False,,,
"247-Bourmont-Rd,-Saint-Augustine,-FL-32095","247 Bourmont Rd, Saint Augustine, FL 32095",Saint Augustine,FL,32095,Saint Johns,29.989483,-81.374496,Single Family,,,,5227.0,,,,2024-06-24T00:00:00.000Z,380000,,,False,,False,,,False,,,False,,,False,,,
"16-Las-Brisas-Way,-Naples,-FL-34108","16 Las Brisas Way, Naples, FL 34108",Naples,FL,34108,Collier,26.229768,-81.803556,Condo,2.0,2.0,2253.0,6534.0,1984.0,PELICAN BAY UNIT 4,PUD,2024-06-24T00:00:00.000Z,2850000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"319-Lafayette-St,-Starke,-FL-32091","319 Lafayette St, Starke, FL 32091",Starke,FL,32091,Bradford,29.942963,-82.11321,Single Family,3.0,1.0,1204.0,7602.0,1947.0,PEARCES REP,,2024-06-24T00:00:00.000Z,100000,,,True,Central,True,Forced Air,Aluminum / Vinyl Siding,False,1.0,,True,,Carport,False,,1.0,
"464-Baneberry-Ct,-Nokomis,-FL-34275","464 Baneberry Ct, Nokomis, FL 34275",Nokomis,FL,34275,Sarasota,27.12442,-82.361035,Land,,,,11605.0,,,PUD,2024-06-24T00:00:00.000Z,721516,,,False,,False,,,False,,,False,,,False,,,Water
"12952-Pinnacle-Ln,-Venice,-FL-34293","12952 Pinnacle Ln, Venice, FL 34293",Venice,FL,34293,Sarasota,27.025144,-82.335636,Single Family,,,,6777.0,,,V,2024-06-24T00:00:00.000Z,642832,,,False,,False,,,False,,,False,,,False,,,Water
"18636-Dayspring-Pl,-Venice,-FL-34293","18636 Dayspring Pl, Venice, FL 34293",Venice,FL,34293,Sarasota,27.029712,-82.331867,Single Family,3.0,2.0,1800.0,5369.0,2024.0,,V,2024-06-24T00:00:00.000Z,449834,321.0,,False,,False,,,False,,,False,,,False,,,Water
"12921-Pinnacle-Ln,-Venice,-FL-34293","12921 Pinnacle Ln, Venice, FL 34293",Venice,FL,34293,Sarasota,27.024546,-82.335255,Single Family,,,,8738.0,,,V,2024-06-24T00:00:00.000Z,978969,,,False,,False,,,False,,,False,,,False,,,Water
"18628-Dayspring-Pl,-Venice,-FL-34293","18628 Dayspring Pl, Venice, FL 34293",Venice,FL,34293,Sarasota,27.029655,-82.33176,Single Family,,,,4945.0,,,V,2024-06-24T00:00:00.000Z,499351,,,False,,False,,,False,,,False,,,False,,,Water
"18693-Dayspring-Pl,-Venice,-FL-34293","18693 Dayspring Pl, Venice, FL 34293",Venice,FL,34293,Sarasota,27.029509,-82.332701,Land,,,,10678.0,,,V,2024-06-24T00:00:00.000Z,506541,,,False,,False,,,False,,,False,,,False,,,Water
"8408-Miramar-Way,-Lakewood-Ranch,-FL-34202","8408 Miramar Way, Lakewood Ranch, FL 34202",Lakewood Ranch,FL,34202,Manatee,27.3881,-82.400806,Single Family,4.0,4.0,2733.0,2917.0,2006.0,MIRAMAR LINKS AT LAKEWOOD RANCH,PD-MU,2024-06-24T00:00:00.000Z,650000,,,True,Central,True,Central,Stucco,False,2.0,,True,,Attached,False,,1.0,
"180-Elmhurst-Ln,-Saint-Augustine,-FL-32084","180 Elmhurst Ln, Saint Augustine, FL 32084",Saint Augustine,FL,32084,Saint Johns,29.908146,-81.342996,Single Family,,,,1307.0,,,,2024-06-24T00:00:00.000Z,259990,,,False,,False,,,False,,,False,,,False,,,
"4110-Catalina-Dr,-Bradenton,-FL-34210","4110 Catalina Dr, Bradenton, FL 34210",Bradenton,FL,34210,Manatee,27.464062,-82.656944,Condo,2.0,2.0,1008.0,2265120.0,1973.0,PALMA SOLA HARBOUR SECTION 3,PD-R,2024-06-24T00:00:00.000Z,430000,,Condo / Apartment,True,Central,True,Central,Stucco,False,1.0,,False,,,False,,1.0,
"32574-Sapna-Chime-Dr,-Wesley-Chapel,-FL-33545","32574 Sapna Chime Dr, Wesley Chapel, FL 33545",Wesley Chapel,FL,33545,Pasco,28.296199,-82.287592,Single Family,,,,8989.0,,,MPUD,2024-06-24T00:00:00.000Z,631835,,,False,,False,,,False,,,False,,,False,,,
"4237-Leaf-Rd,-Sebring,-FL-33875","4237 Leaf Rd, Sebring, FL 33875",Sebring,FL,33875,Highlands,27.458129,-81.484379,Single Family,2.0,2.0,1128.0,9600.0,1995.0,ORANGE BLOSSOM EST,R1A,2024-06-24T00:00:00.000Z,185000,,,True,Central,True,Forced Air,Stucco,False,1.0,,True,,Garage,False,,1.0,
"1961-Mast-Ln,-Sarasota,-FL-34240","1961 Mast Ln, Sarasota, FL 34240",Sarasota,FL,34240,Sarasota,27.358204,-82.413572,Single Family,,,,5834.0,,,VPD,2024-06-24T00:00:00.000Z,588600,,,False,,False,,,False,,,False,,,False,,,Water
"5478-Empire-Dr,-Loxahatchee,-FL-33470","5478 Empire Dr, Loxahatchee, FL 33470",Loxahatchee,FL,33470,Palm Beach,26.752284,-80.281705,Single Family,,,,6551.0,,,NZ,2024-06-24T00:00:00.000Z,547850,,,False,,False,,,False,,,False,,,False,,,
"5497-Pecan-Dr,-Loxahatchee,-FL-33470","5497 Pecan Dr, Loxahatchee, FL 33470",Loxahatchee,FL,33470,Palm Beach,26.752796,-80.281456,Single Family,,,,6551.0,,,NZ,2024-06-24T00:00:00.000Z,667224,,,False,,False,,,False,,,False,,,False,,,
"5419-Pecan-Dr,-Loxahatchee,-FL-33470","5419 Pecan Dr, Loxahatchee, FL 33470",Loxahatchee,FL,33470,Palm Beach,26.751054,-80.280697,Single Family,,,,6551.0,,,NZ,2024-06-24T00:00:00.000Z,604630,,,False,,False,,,False,,,False,,,False,,,
"9425-Nature-Creek-Ln,-Pensacola,-FL-32526","9425 Nature Creek Ln, Pensacola, FL 32526",Pensacola,FL,32526,Escambia,30.539806,-87.34633,Single Family,,,,1742.0,,RESIDENCES AT NATURE CREEK PH II,HC/LI,2024-06-24T00:00:00.000Z,262400,,,False,,False,,,False,,,False,,,False,,,
"5635-Gager-Ave,-North-Port,-FL-34291","5635 Gager Ave, North Port, FL 34291",North Port,FL,34291,Sarasota,27.108769,-82.216076,Single Family,,,,10000.0,,PORT CHARLOTTE SUB 30,RSF2,2024-06-24T00:00:00.000Z,278400,,,False,,False,,,False,,,False,,,False,,,
"3306-Ne-28th-Ave,-Ocala,-FL-34479","3306 Ne 28th Ave, Ocala, FL 34479",Ocala,FL,34479,Marion,29.220928,-82.098731,Single Family,3.0,2.0,1948.0,14810.0,2000.0,CAROL ESTATE,R1,2024-06-24T00:00:00.000Z,175638,,,True,Commercial,True,Heat Pump,Stucco,False,1.0,Slab / Mat / Raft,True,,Garage,False,,1.0,
"1048-Nw-5th-Ter,-Homestead,-FL-33034","1048 Nw 5th Ter, Homestead, FL 33034",Homestead,FL,33034,Miami-Dade,25.452278,-80.494437,Single Family,,,,2144.0,,,"2100:ESTATES,15000 SQ LOT",2024-06-24T00:00:00.000Z,409500,,,False,,False,,,False,,,False,,,False,,,
"1004-W-7th-St,-New-Smyrna-Beach,-FL-32168","1004 W 7th St, New Smyrna Beach, FL 32168",New Smyrna Beach,FL,32168,Volusia,29.005206,-80.928701,Single Family,3.0,1.0,1080.0,8625.0,2003.0,,,2024-06-24T00:00:00.000Z,200000,,,False,,False,,,False,,,False,,,False,,,
"13012-Sorrento-Way,-Bradenton,-FL-34211","13012 Sorrento Way, Bradenton, FL 34211",Bradenton,FL,34211,Manatee,27.458911,-82.412428,Single Family,3.0,3.5,2875.0,11114.0,2019.0,ESPLANADE PHASE VIII SUBPHASE A & B,PD-MU,2024-06-24T00:00:00.000Z,1620000,,,True,Central,True,Central,Stucco,False,1.0,,True,,Attached,False,,1.0,
"174-Tuscany-C,-Unit-174,-Delray-Beach,-FL-33446","174 Tuscany C, Unit 174, Delray Beach, FL 33446",Delray Beach,FL,33446,Palm Beach,26.450034,-80.150653,Condo,1.0,1.5,720.0,,1973.0,,,2024-06-24T00:00:00.000Z,74000,580.0,,False,,False,,,False,,,False,,,False,,,
"6709-River-Rd,-New-Port-Richey,-FL-34652","6709 River Rd, New Port Richey, FL 34652",New Port Richey,FL,34652,Pasco,28.255495,-82.724327,Single Family,2.0,1.0,4554.0,2000.0,1969.0,NEW PORT RICHEY,00R2,2024-06-24T00:00:00.000Z,900000,,Multi-Unit Building,True,Window,True,Electric,Concrete Block,False,1.0,,False,,,False,,2.0,
"4160-Nw-21st-St,-Apt-239C,-Lauderhill,-FL-33313","4160 Nw 21st St, Apt 239C, Lauderhill, FL 33313",Lauderhill,FL,33313,Broward,26.152745,-80.204405,Condo,1.0,1.0,740.0,,1972.0,CALYPSO CAY CONDO,RM-22,2024-06-24T00:00:00.000Z,117000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,,
"2009-Ashby-C,-Deerfield-Beach,-FL-33442","2009 Ashby C, Deerfield Beach, FL 33442",Deerfield Beach,FL,33442,Broward,26.308671,-80.131708,Condo,1.0,1.0,715.0,,1975.0,ASHBY C CONDO,RM-15,2024-06-24T00:00:00.000Z,115100,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"1753-Nanton-St-NW,-Palm-Bay,-FL-32907","1753 Nanton St NW, Palm Bay, FL 32907",Palm Bay,FL,32907,Brevard,28.034105,-80.723029,Single Family,3.0,2.0,1608.0,10019.0,2025.0,,,2024-06-24T00:00:00.000Z,42800,,,False,,False,,,False,,,False,,,False,,,
"1854-Harding-Path,-The-Villages,-FL-32162","1854 Harding Path, The Villages, FL 32162",The Villages,FL,32162,Sumter,28.887788,-82.015429,Single Family,,,1954.0,5980.0,2010.0,,,2024-06-24T00:00:00.000Z,496000,,Custom,False,,False,,,False,,,True,,Garage,False,,,
"37062-Sunrise-Tellin-Dr,-Zephyrhills,-FL-33541","37062 Sunrise Tellin Dr, Zephyrhills, FL 33541",Zephyrhills,FL,33541,Pasco,28.224898,-82.204244,Single Family,,,,5500.0,,,MPUD,2024-06-24T00:00:00.000Z,392990,,,False,,False,,,False,,,False,,,False,,,
"2605-Ne-15th-St,-Unit-2605,-Pompano-Beach,-FL-33062","2605 Ne 15th St, Unit 2605, Pompano Beach, FL 33062",Pompano Beach,FL,33062,Broward,26.251499,-80.097841,Townhouse,2.0,2.5,1018.0,,1989.0,,,2024-06-24T00:00:00.000Z,330000,210.0,,False,,False,,,False,,,False,,,False,,,
"3329-Mayflower-St,-Unit-3333-1,-Jacksonville,-FL-32205","3329 Mayflower St, Unit 3333-1, Jacksonville, FL 32205",Jacksonville,FL,32205,Duval,30.310446,-81.712257,Apartment,1.0,1.0,616.0,22651.0,1979.0,,,2024-06-24T00:00:00.000Z,725000,,,False,,False,,,False,,,False,,,False,,,
"6624-Silverstar-Dr,-Sarasota,-FL-34240","6624 Silverstar Dr, Sarasota, FL 34240",Sarasota,FL,34240,Sarasota,27.359249,-82.433793,Land,,,,5586.0,,,OUC; VPD,2024-06-24T00:00:00.000Z,490200,,,False,,False,,,False,,,False,,,False,,,Water
"17-Deer-Creek-Rd,-Apt-B105,-Deerfield-Beach,-FL-33442","17 Deer Creek Rd, Apt B105, Deerfield Beach, FL 33442",Deerfield Beach,FL,33442,Broward,26.318568,-80.14403,Condo,1.0,1.0,950.0,600.0,1981.0,RACQUET CLUB OF DEER CREEK,RM-15,2024-06-24T00:00:00.000Z,170000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"782-48th-Ave-N,-Saint-Petersburg,-FL-33703","782 48th Ave N, Saint Petersburg, FL 33703",Saint Petersburg,FL,33703,Pinellas,27.815496,-82.644281,Single Family,,1.0,820.0,5724.0,1951.0,ARCADIA SUB,,2024-06-24T00:00:00.000Z,305000,,,True,Central,True,Central,Concrete Block,False,1.0,Footing,False,,,False,,1.0,
"9137-Nw-33rd-St,-Unit-9137,-Doral,-FL-33172","9137 Nw 33rd St, Unit 9137, Doral, FL 33172",Doral,FL,33172,Miami-Dade,25.804952,-80.344745,Townhouse,4.0,3.5,2408.0,1584.0,2017.0,,,2024-06-24T00:00:00.000Z,833000,,,False,,False,,,False,,,False,,,False,,,
"4497-Nw-14th-Loop,-Ocala,-FL-34482","4497 Nw 14th Loop, Ocala, FL 34482",Ocala,FL,34482,Marion,29.203813,-82.194009,Single Family,,,,8712.0,,,R1AA;R1AA,2024-06-24T00:00:00.000Z,310500,,,False,,False,,,False,,,False,,,False,,,
"4428-Nw-14th-Loop,-Ocala,-FL-34482","4428 Nw 14th Loop, Ocala, FL 34482",Ocala,FL,34482,Marion,29.201408,-82.195098,Single Family,,,,8712.0,,,R1AA;R1AA,2024-06-24T00:00:00.000Z,320000,,,False,,False,,,False,,,False,,,False,,,
"25-E-Queen-Palm-Dr,-Inlet-Beach,-FL-32461","25 E Queen Palm Dr, Inlet Beach, FL 32461",Inlet Beach,FL,32461,Walton,30.280348,-86.005989,Single Family,,,,4400.0,,,,2024-06-24T00:00:00.000Z,1380300,,,False,,False,,,False,,,False,,,False,,,
"34-E-Majestic-Palm-Dr,-Inlet-Beach,-FL-32461","34 E Majestic Palm Dr, Inlet Beach, FL 32461",Inlet Beach,FL,32461,Walton,30.279273,-86.005988,,,,,,,,,2024-06-24T00:00:00.000Z,1465000,,,False,,False,,,False,,,False,,,False,,,
"13408-Fruited-Plains-Dr,-Delray-Beach,-FL-33484","13408 Fruited Plains Dr, Delray Beach, FL 33484",Delray Beach,FL,33484,Palm Beach,26.478225,-80.134277,Single Family,,,,4735.0,,,NZ; PUD,2024-06-24T00:00:00.000Z,660770,,,False,,False,,,False,,,False,,,False,,,
"181-White-Pelican-Dr,-Captiva,-FL-33924","181 White Pelican Dr, Captiva, FL 33924",Captiva,FL,33924,Lee,26.604699,-82.221207,Single Family,2.0,1.0,864.0,8625.0,1980.0,UPPER CAPTIVA-N OF AIRSTRIP,,2024-06-24T00:00:00.000Z,670000,,Raised Ranch,True,Central,True,Forced Air,Aluminum / Vinyl Siding,False,1.0,,True,,Carport,False,,1.0,
"5021-Nw-11th-Way,-Deerfield-Beach,-FL-33064","5021 Nw 11th Way, Deerfield Beach, FL 33064",Deerfield Beach,FL,33064,Broward,26.293115,-80.140282,Single Family,3.0,2.0,1324.0,2649.0,1988.0,THE LAKES 109-9 B,RM-5C,2024-06-24T00:00:00.000Z,390000,,,True,Central,False,,Stucco,False,1.0,Slab / Mat / Raft,True,,Garage,False,,1.0,
"20915-Thistle-Leaf-Ln,-Estero,-FL-33928","20915 Thistle Leaf Ln, Estero, FL 33928",Estero,FL,33928,Lee,26.440295,-81.743644,Single Family,,,,6334.0,,,RPD,2024-06-24T00:00:00.000Z,812000,,,False,,False,,,False,,,False,,,False,,,
"3001-Ne-185th-St,-Apt-317,-Miami,-FL-33180","3001 Ne 185th St, Apt 317, Miami, FL 33180",Miami,FL,33180,Miami-Dade,25.947268,-80.140249,Condo,3.0,2.0,1365.0,,2007.0,ALAQUA CONDO,"3900:MULTI-FAM,38-62 U/A",2024-06-24T00:00:00.000Z,549000,,Condo / Apartment,False,,False,,,False,,,False,,,False,,1.0,
"9319-Paradise-Dr,-Panama-City-Beach,-FL-32413","9319 Paradise Dr, Panama City Beach, FL 32413",Panama City Beach,FL,32413,Bay,30.327883,-85.866784,Single Family,,,,7187.0,,,,2024-06-24T00:00:00.000Z,641500,,,False,,False,,,False,,,False,,,False,,,
"8514-Hammock-Ln,-Panama-City-Beach,-FL-32413","8514 Hammock Ln, Panama City Beach, FL 32413",Panama City Beach,FL,32413,Bay,30.323969,-85.870654,Single Family,,,,4225.0,,,,2024-06-24T00:00:00.000Z,407700,,,False,,False,,,False,,,False,,,False,,,
"9323-Paradise-Dr,-Panama-City-Beach,-FL-32413","9323 Paradise Dr, Panama City Beach, FL 32413",Panama City Beach,FL,32413,Bay,30.328012,-85.866872,Single Family,,,,8625.0,,,,2024-06-24T00:00:00.000Z,643300,,,False,,False,,,False,,,False,,,False,,,
"714-Powell-Dr,-Niceville,-FL-32578","714 Powell Dr, Niceville, FL 32578",Niceville,FL,32578,Okaloosa,30.521563,-86.479657,Single Family,2.0,1.0,968.0,7502.0,1948.0,NICEVILLE,,2024-06-24T00:00:00.000Z,65000,,,True,Central,True,Forced Air,Asbestos Shingle,False,1.0,,False,,,False,,1.0,
"38-White-Marsh-Ln,-Rotonda-West,-FL-33947","38 White Marsh Ln, Rotonda West, FL 33947",Rotonda West,FL,33947,Charlotte,26.891111,-82.253528,Single Family,3.0,2.0,2033.0,9999.0,2005.0,ROTONDA WEST WHITE MARSH,RSF5 SINGLE FAM. RES.,2024-06-24T00:00:00.000Z,485000,,,True,Commercial,True,Forced Air,Stucco,False,1.0,,True,,Attached,False,6.0,1.0,
"107-Lakefront-Ln-NW,-Lake-Placid,-FL-33852","107 Lakefront Ln NW, Lake Placid, FL 33852",Lake Placid,FL,33852,Highlands,27.278311,-81.40005,Single Family,3.0,2.0,1542.0,12768.0,1965.0,PLACID LAKES SEC 06 + 08 RPLT,R1A,2024-06-24T00:00:00.000Z,375000,,,True,Central,True,Forced Air,Stucco,False,1.0,,True,,Garage,False,,1.0,
"2763-Monroe-Lakes-Ter,-Green-Cove-Springs,-FL-32043","2763 Monroe Lakes Ter, Green Cove Springs, FL 32043",Green Cove Springs,FL,32043,Clay,30.063043,-81.763161,Land,,,,10454.0,,,,2024-06-24T00:00:00.000Z,430014,,,False,,False,,,False,,,False,,,False,,,
"822-Cherry-Elm-Dr,-Saint-Augustine,-FL-32092","822 Cherry Elm Dr, Saint Augustine, FL 32092",Saint Augustine,FL,32092,Saint Johns,29.978409,-81.507224,Single Family,,,,2614.0,,,,2024-06-24T00:00:00.000Z,385000,,,False,,False,,,False,,,False,,,False,,,
"274-Holly-Landing-Way,-Saint-Augustine,-FL-32092","274 Holly Landing Way, Saint Augustine, FL 32092",Saint Augustine,FL,32092,Saint Johns,30.026933,-81.539134,Single Family,,,,10454.0,,,,2024-06-24T00:00:00.000Z,755000,,,False,,False,,,False,,,False,,,False,,,
"97-Iris-Landing-Dr,-Saint-Augustine,-FL-32092","97 Iris Landing Dr, Saint Augustine, FL 32092",Saint Augustine,FL,32092,Saint Johns,29.991017,-81.497494,Single Family,,,,12632.0,,,,2024-06-24T00:00:00.000Z,682101,,,False,,False,,,False,,,False,,,False,,,
"10122-Sw-Latium-Way,-Port-Saint-Lucie,-FL-34987","10122 Sw Latium Way, Port Saint Lucie, FL 34987",Port Saint Lucie,FL,34987,Saint Lucie,27.297627,-80.440135,Single Family,,,,5401.0,,VERANO SOUTH PUD 1 - POD E - PLAT NO. 2,,2024-06-24T00:00:00.000Z,516000,,,False,,False,,,False,,,False,,,False,,,
"11417-Sw-Pietra-Way,-Port-Saint-Lucie,-FL-34987","11417 Sw Pietra Way, Port Saint Lucie, FL 34987",Port Saint Lucie,FL,34987,Saint Lucie,27.301894,-80.441717,Single Family,,,,8756.0,,VERANO SOUTH PUD 1 - POD E - PLAT NO. 2,,2024-06-24T00:00:00.000Z,773000,,,False,,False,,,False,,,False,,,False,,,
"4699-Mondrian-Ct,-Sarasota,-FL-34240","4699 Mondrian Ct, Sarasota, FL 34240",Sarasota,FL,34240,Sarasota,27.314062,-82.388384,Land,,,,17017.0,,,PUD; RSF1,2024-06-24T00:00:00.000Z,1250800,,,False,,False,,,False,,,False,,,False,,,Water
"8935-Gustavia-Ct,-Naples,-FL-34112","8935 Gustavia Ct, Naples, FL 34112",Naples,FL,34112,Collier,26.093955,-81.768058,Single Family,,,,7841.0,,ISLES OF COLLIER PRESERVE PH17 PHASE 17,,2024-06-24T00:00:00.000Z,1651533,,,False,,False,,,False,,,False,,,False,,,
"999-San-Antonio-Dr,-Saint-Augustine,-FL-32086","999 San Antonio Dr, Saint Augustine, FL 32086",Saint Augustine,FL,32086,Saint Johns,29.792476,-81.298371,Single Family,,,,12632.0,,,,2024-06-24T00:00:00.000Z,533743,,,False,,False,,,False,,,False,,,False,,,
"92-Vera-Pl,-Saint-Augustine,-FL-32086","92 Vera Pl, Saint Augustine, FL 32086",Saint Augustine,FL,32086,Saint Johns,29.794871,-81.295614,,,,,,,,,2024-06-24T00:00:00.000Z,523133,,,False,,False,,,False,,,False,,,False,,,
"2828-S-Mccall-Rd,-Ste-40,-Englewood,-FL-34224","2828 S Mccall Rd, Ste 40, Englewood, FL 34224",Englewood,FL,34224,Charlotte,26.935113,-82.312846,Condo,,,832.0,3771.0,1987.0,TIFFANY SQUARE,CG,2024-06-24T00:00:00.000Z,160000,,,True,,True,,,False,1.0,,False,,,False,,1.0,
"1872-Crossvine-Ct,-Port-Charlotte,-FL-33953","1872 Crossvine Ct, Port Charlotte, FL 33953",Port Charlotte,FL,33953,Charlotte,27.005641,-82.186478,Land,,,,7695.0,,,PD PLANNED DEVELOPMENT,2024-06-24T00:00:00.000Z,406600,,,False,,False,,,False,,,False,,,False,,,
"11738-Capstan-Pl,-Parrish,-FL-34219","11738 Capstan Pl, Parrish, FL 34219",Parrish,FL,34219,Manatee,27.620444,-82.473503,Single Family,,,,8229.0,,ISLES AT BAYVIEW PH III,PD-R,2024-06-24T00:00:00.000Z,478100,,,False,,False,,,False,,,False,,,False,,,
"144-Pinzon-Pl,-Saint-Augustine,-FL-32095","144 Pinzon Pl, Saint Augustine, FL 32095",Saint Augustine,FL,32095,Saint Johns,29.98268,-81.375922,Single Family,,,,7405.0,,CORDOVA PALMS PHASE,,2024-06-24T00:00:00.000Z,532600,,,False,,False,,,False,,,False,,,False,,,
"4715-Nw-7th-St,-Apt-405,-Miami,-FL-33126","4715 Nw 7th St, Apt 405, Miami, FL 33126",Miami,FL,33126,Miami-Dade,25.778789,-80.272927,Condo,1.0,1.0,715.0,,1973.0,SUNSET VILLAS CONDO,6106:RESID-LIBERAL RETAIL,2024-06-24T00:00:00.000Z,202500,,Condo / Apartment,False,,False,,,False,,,False,,,False,,,
"1931-Niagra-Dr,-Davenport,-FL-33837","1931 Niagra Dr, Davenport, FL 33837",Davenport,FL,33837,Polk,28.185107,-81.649311,Single Family,,,,4395.0,,,,2024-06-24T00:00:00.000Z,320000,,,False,,False,,,False,,,False,,,False,,,
"121-Brier-Cir,-Jupiter,-FL-33458","121 Brier Cir, Jupiter, FL 33458",Jupiter,FL,33458,Palm Beach,26.913338,-80.135713,Single Family,2.0,2.0,1525.0,6434.0,1993.0,GREENBRIER AT INDIAN CREEK,,2024-06-24T00:00:00.000Z,315000,,,False,,False,,,False,,,True,,Garage,False,,1.0,
"3-Ash-Pass,-Ocala,-FL-34472","3 Ash Pass, Ocala, FL 34472",Ocala,FL,34472,Marion,29.086058,-82.01036,Single Family,3.0,2.0,1477.0,13068.0,2024.0,,,2024-06-24T00:00:00.000Z,11800,,,False,,False,,,False,,,False,,,False,,,
